id,sec,voltage,battery_remaining,current_drawn,ground_speed,air_speed,nav_roll,nav_pitch,nav_bearing,pitch,yaw,roll,alt,lat,lon,payload,distance_frm_home,velocity_x,velocity_y,velocity_z,mode,flight_time
60,120,15.474,86,13.61,0.02,0.02,NULL,NULL,305,-0.0288801,-0.949774,-0.00231354,2.59,37.5994,126.8635571,NULL,NULL,0.03,0,-0.02,LOITER,121.675
61,122,15.47,85,14.06,0.05,0.05,NULL,NULL,305,-0.0214979,-0.946663,0.00906667,2.61,37.5993997,126.863557,NULL,NULL,0.01,0.07,-0.05,LOITER,123.692
62,124,15.447,85,16.03,0.08,0.08,NULL,NULL,305,-0.0330782,-0.954172,0.0049443,2.37,37.5993992,126.8635577,NULL,NULL,-0.06,0.01,0.1,LOITER,125.706
63,126,15.447,85,14.61,0.49,0.49,NULL,NULL,305,-0.110885,-0.9501,-0.00986406,2.41,37.599396,126.8635624,NULL,NULL,0,0.05,0.02,LOITER,127.721
64,128,15.438,85,14.74,0.51,0.51,NULL,NULL,305,0.0106092,-0.949391,0.0101523,2.43,37.5993911,126.8635707,NULL,NULL,-0.36,0.57,-0.01,LOITER,129.733
65,130,15.451,85,14.14,0.08,0.08,NULL,NULL,305,-0.00517846,-0.949288,0.008473,2.47,37.5993895,126.863575,NULL,NULL,0,0,-0.03,LOITER,131.745
66,132,15.439,85,14.24,0.09,0.09,NULL,NULL,305,-0.0366403,-0.951051,-0.00977658,2.49,37.5993884,126.8635777,NULL,NULL,0.02,0.04,-0.05,LOITER,133.768
67,134,15.438,85,14.2,0.06,0.06,NULL,NULL,305,-0.036046,-0.951748,-0.00922471,2.49,37.5993874,126.8635777,NULL,NULL,0.02,-0.02,-0.07,LOITER,135.781
68,136,15.426,84,14.65,0.11,0.11,NULL,NULL,305,-0.0182409,-0.946405,-0.00837112,2.44,37.5993883,126.8635776,NULL,NULL,0.1,-0.11,0,LOITER,137.796
69,138,15.408,84,14.64,0.09,0.09,NULL,NULL,305,-0.0179558,-0.947637,-0.0325286,2.44,37.5993892,126.863578,NULL,NULL,0.08,-0.02,-0.01,LOITER,139.809
70,140,15.397,84,11.22,0.14,0.14,NULL,NULL,306,-0.0219927,-0.939807,-0.0052167,2.88,37.5993893,126.8635774,NULL,NULL,-0.02,-0.08,0.05,LOITER,141.825
71,142,15.36,84,13.93,0.02,0.02,NULL,NULL,305,-0.0114687,-0.944397,-0.0183646,3,37.5993889,126.8635766,NULL,NULL,0.03,0.01,0.04,LOITER,143.839
72,144,15.389,84,14.78,0.1,0.1,NULL,NULL,305,0.00263663,-0.946336,-0.0242825,2.95,37.5993858,126.8635802,NULL,NULL,0.04,-0.04,0.09,LOITER,145.849
73,146,15.378,84,14.58,0.07,0.07,NULL,NULL,306,-0.0128572,-0.938367,0.00612716,3.04,37.5993851,126.8635803,NULL,NULL,0.02,0.04,0.05,LOITER,147.862
74,148,15.388,83,14.3,0.11,0.11,NULL,NULL,306,-0.0062342,-0.940644,-0.0253439,3.11,37.5993862,126.8635818,NULL,NULL,0.06,0.05,-0.02,LOITER,149.876
75,150,15.364,83,14.31,0.1,0.1,NULL,NULL,306,-0.019646,-0.940358,-0.00622581,3.09,37.599386,126.8635818,NULL,NULL,-0.02,-0.02,0,LOITER,151.89
76,152,15.361,83,14.43,0.04,0.04,NULL,NULL,305,-0.0154461,-0.944656,-0.00810577,3.09,37.5993855,126.8635819,NULL,NULL,0,-0.04,0,LOITER,153.905
77,154,15.356,83,14.32,0.09,0.09,NULL,NULL,306,-0.00930641,-0.938002,-0.00803175,3.09,37.5993855,126.8635812,NULL,NULL,0.06,0.01,0,LOITER,155.915
78,156,15.354,83,14.32,0.05,0.05,NULL,NULL,305,-0.0169523,-0.94343,-0.0145356,3.11,37.5993859,126.8635826,NULL,NULL,0.02,-0.02,-0.01,LOITER,157.928
79,158,15.376,83,13.93,0.15,0.15,NULL,NULL,305,-0.010214,-0.948246,-0.0133126,3.07,37.5993862,126.863582,NULL,NULL,-0.06,-0.09,0,LOITER,159.941
80,160,15.309,82,16.28,0.07,0.07,NULL,NULL,306,0.00247202,-0.939314,-0.000984251,2.78,37.5993858,126.8635806,NULL,NULL,0.05,0.03,-0.13,LOITER,161.957
81,162,15.259,82,15.59,0.07,0.07,NULL,NULL,305,-0.0123192,-0.944799,-0.00145155,2.53,37.5993862,126.863581,NULL,NULL,-0.05,0.03,0.03,LOITER,163.971
82,164,15.316,82,14.42,0.11,0.11,NULL,NULL,305,0.0708589,-0.947554,-0.012405,2.54,37.5993856,126.8635835,NULL,NULL,-0.16,0.18,0,LOITER,165.984
83,166,15.316,82,14.61,0.08,0.08,NULL,NULL,305,-0.0135315,-0.94619,-0.017849,2.55,37.5993842,126.8635872,NULL,NULL,0,0.03,0,LOITER,167.999
84,168,15.307,82,14.54,0.05,0.05,NULL,NULL,306,-0.014963,-0.931192,-0.00839269,2.56,37.5993836,126.8635879,NULL,NULL,-0.03,-0.01,-0.02,LOITER,170.012
85,170,15.291,82,14.76,0.16,0.16,NULL,NULL,306,-0.00207819,-0.929607,-0.0287236,2.57,37.5993841,126.8635871,NULL,NULL,0.07,0,-0.01,LOITER,172.027
86,172,15.293,81,14.59,0.02,0.02,NULL,NULL,306,0.00432435,-0.92824,-0.0148704,2.55,37.5993847,126.8635869,NULL,NULL,-0.04,-0.03,-0.01,LOITER,174.041
87,174,15.312,81,13.17,0.01,0.01,NULL,NULL,306,0.0126424,-0.933301,-0.0165665,2.51,37.5993849,126.8635865,NULL,NULL,-0.03,0,-0.09,LOITER,176.056
88,176,15.284,81,14.77,0.08,0.08,NULL,NULL,306,-0.00226663,-0.931567,0.000688162,2.5,37.5993844,126.8635869,NULL,NULL,-0.05,0.08,-0.01,LOITER,178.07
89,178,15.274,81,14.73,0.18,0.18,NULL,NULL,306,-0.0322281,-0.927448,-0.00991644,2.53,37.5993848,126.8635905,NULL,NULL,0,0.1,-0.01,LOITER,180.09
90,180,15.268,81,14.63,0.08,0.08,NULL,NULL,305,-0.00123475,-0.934061,-0.0158004,2.53,37.5993839,126.8635931,NULL,NULL,0.02,0.02,-0.03,LOITER,182.106
91,182,15.273,81,15.67,0.04,0.04,NULL,NULL,301,-0.0097598,-1.03044,-0.0163821,2.58,37.5993833,126.8635936,NULL,NULL,0.02,0,0.27,LOITER,184.118
92,184,15.325,80,15.94,0.08,0.08,NULL,NULL,300,-0.0155087,-1.02996,-0.0316156,2.74,37.5993835,126.8635942,NULL,NULL,0.01,-0.06,0.05,LOITER,186.131
93,186,15.261,80,14.82,0.26,0.26,NULL,NULL,296,-9.94056E-05,-1.05986,-0.0149587,2.76,37.5993855,126.8635932,NULL,NULL,-0.06,-0.08,0,LOITER,188.145
94,188,15.251,80,14.5,0.24,0.24,NULL,NULL,304,-0.0158005,-0.963441,-0.0100527,2.74,37.5993832,126.8635916,NULL,NULL,0.02,0.04,0.03,LOITER,190.164
95,190,15.224,80,15.22,0.26,0.26,NULL,NULL,304,0.0485948,-0.965787,-0.0151243,2.87,37.5993834,126.8635914,NULL,NULL,0.42,-0.52,0.03,LOITER,192.178
96,192,15.233,80,14.81,0.11,0.11,NULL,NULL,304,-0.0097775,-0.964175,-0.0179356,2.85,37.5993852,126.8635901,NULL,NULL,0.04,-0.02,0.03,LOITER,194.193
97,194,15.238,80,14.57,0.05,0.05,NULL,NULL,304,0.00440806,-0.964479,-0.0214644,2.88,37.5993865,126.8635897,NULL,NULL,0,0,0.01,LOITER,196.203
98,196,15.227,79,14.6,0.01,0.01,NULL,NULL,304,-0.00877435,-0.963244,-0.0228745,2.87,37.599386,126.8635903,NULL,NULL,0,-0.06,0.14,LOITER,198.215
99,198,15.233,79,14.61,0.05,0.05,NULL,NULL,301,-0.00788112,-1.0257,-0.0195709,2.9,37.5993853,126.8635906,NULL,NULL,0,-0.06,0.02,LOITER,200.231
100,200,15.223,79,13.97,0.12,0.12,NULL,NULL,301,-0.0157865,-1.02624,-0.020268,2.93,37.599385,126.8635917,NULL,NULL,0,-0.1,0,LOITER,202.245
101,202,15.227,79,16.25,0.11,0.11,NULL,NULL,303,-0.00957175,-1.00433,-0.0110495,2.91,37.5993845,126.8635901,NULL,NULL,0.04,-0.05,-0.05,LOITER,204.257
102,204,15.2,79,14.01,0.01,0.01,NULL,NULL,309,0.00221378,-0.880759,-0.0181214,2.95,37.5993854,126.863589,NULL,NULL,0.03,-0.02,0.07,LOITER,206.272
103,206,15.203,79,14.78,0.21,0.21,NULL,NULL,309,-0.0242488,-0.881906,-0.0141586,2.93,37.5993847,126.8635908,NULL,NULL,0.03,0.04,0.06,LOITER,208.285
104,208,15.196,78,14.51,0.05,0.05,NULL,NULL,309,-0.0123393,-0.882324,-0.0225525,2.97,37.5993847,126.8635927,NULL,NULL,0.02,-0.02,0.02,LOITER,210.298
105,210,15.194,78,14.49,0.15,0.15,NULL,NULL,309,-0.0112991,-0.883211,0.00176608,2.96,37.5993843,126.8635916,NULL,NULL,0,-0.05,-0.01,LOITER,212.312
106,212,15.204,78,14.13,0.16,0.16,NULL,NULL,310,0.00729166,-0.868563,-0.00747861,2.96,37.5993851,126.8635905,NULL,NULL,0.09,0,-0.16,LOITER,214.324
107,214,15.187,78,15.15,0.08,0.08,NULL,NULL,287,-0.0111287,-1.2319,-0.0206051,2.93,37.5993861,126.8635913,NULL,NULL,-0.04,0.03,-0.01,LOITER,216.339
108,216,15.187,78,15.1,0.11,0.11,NULL,NULL,286,-0.00859636,-1.27469,-0.0672048,2.98,37.5993837,126.863591,NULL,NULL,-0.09,-0.03,-0.05,LOITER,218.348
109,218,15.19,78,14.55,0.03,0.03,NULL,NULL,287,-0.0177144,-1.27265,0.000822449,2.95,37.5993804,126.8635905,NULL,NULL,-0.02,-0.02,-0.03,LOITER,220.361
110,220,15.184,77,14.54,0.17,0.17,NULL,NULL,287,-0.00814776,-1.27117,-0.00813521,2.96,37.5993806,126.8635901,NULL,NULL,0,-0.09,-0.02,LOITER,222.374
111,222,15.156,77,16.1,0.1,0.1,NULL,NULL,287,0.00104052,-1.26879,-0.0195932,2.97,37.5993811,126.8635887,NULL,NULL,0,0,0.21,LOITER,224.387
112,224,15.175,77,14.45,0.12,0.12,NULL,NULL,287,-0.00259649,-1.27,0.00103031,3.02,37.5993813,126.8635888,NULL,NULL,-0.05,0.01,0.05,LOITER,226.401
113,226,15.155,77,14.54,0.02,0.02,NULL,NULL,287,-0.000800599,-1.26909,-0.00769574,3.03,37.5993811,126.8635891,NULL,NULL,0,0,0.04,LOITER,228.414
114,228,15.151,77,14.64,0.06,0.06,NULL,NULL,287,0.00145746,-1.272,0.0032582,3.03,37.59938,126.8635898,NULL,NULL,0.01,-0.04,0.05,LOITER,230.429
115,230,15.153,77,15.1,0.16,0.16,NULL,NULL,287,-0.0033306,-1.27139,-0.00286811,3.07,37.59938,126.8635896,NULL,NULL,0.05,0,0.01,LOITER,232.441
116,232,15.142,76,14.7,0.05,0.05,NULL,NULL,286,-0.0046123,-1.2743,-0.00779261,3.1,37.5993812,126.8635902,NULL,NULL,0,-0.04,-0.01,LOITER,234.455
117,234,15.147,76,14.48,0.09,0.09,NULL,NULL,286,0.00490997,-1.27854,-0.00586965,3.08,37.5993812,126.8635897,NULL,NULL,-0.01,0,0,LOITER,236.469
118,236,15.127,76,14.87,0.05,0.05,NULL,NULL,286,-0.00616445,-1.27805,-0.0100296,3.08,37.5993815,126.8635899,NULL,NULL,0,0,0,LOITER,238.483
119,238,15.122,76,14.7,0.08,0.08,NULL,NULL,287,0.00428772,-1.27244,-0.0157553,3.09,37.5993807,126.8635891,NULL,NULL,-0.01,0,-0.02,LOITER,240.495
120,240,15.123,76,14.96,0.12,0.12,NULL,NULL,287,0.00288713,-1.27327,-0.00500346,3.08,37.5993801,126.8635894,NULL,NULL,0.05,0.03,0,LOITER,242.511
121,242,15.116,76,14.85,0.04,0.04,NULL,NULL,286,0.0159724,-1.27438,-0.0228493,3.12,37.5993812,126.8635895,NULL,NULL,0.05,0,-0.03,LOITER,244.526
122,244,15.125,75,14.46,0.11,0.11,NULL,NULL,287,0.0128151,-1.26029,-0.00807604,3.1,37.5993812,126.8635889,NULL,NULL,-0.04,0.04,0,LOITER,246.541
123,246,15.122,75,14.73,0.05,0.05,NULL,NULL,287,0.00611003,-1.26299,0.00628027,3.1,37.5993805,126.8635894,NULL,NULL,0.02,0.01,-0.04,LOITER,248.555
124,248,15.114,75,14.8,0.04,0.04,NULL,NULL,287,0.0104006,-1.25656,-0.00659014,3.07,37.5993805,126.8635899,NULL,NULL,0,-0.02,0,LOITER,250.568
125,250,15.112,75,14.57,0.02,0.02,NULL,NULL,288,0.0114565,-1.25128,-0.0114799,3.1,37.5993803,126.8635894,NULL,NULL,0,0.01,-0.01,LOITER,252.587
126,252,15.1,75,14.52,0.1,0.1,NULL,NULL,287,0.00460785,-1.25954,-0.0148934,3.07,37.5993801,126.8635891,NULL,NULL,0,0.06,-0.01,LOITER,254.6
127,254,15.104,75,14.68,0.07,0.07,NULL,NULL,287,0.004785,-1.26019,-0.0094495,3.07,37.5993804,126.8635894,NULL,NULL,-0.03,0.03,0,LOITER,256.611
128,256,15.089,74,14.75,0.05,0.05,NULL,NULL,287,-0.00294379,-1.27616,-0.00527558,3.05,37.5993805,126.8635898,NULL,NULL,0,-0.01,0.01,LOITER,258.625
129,258,15.112,74,14.87,0.09,0.09,NULL,NULL,276,0.00458291,-1.4603,-0.0158998,3.02,37.5993806,126.8635897,NULL,NULL,0.03,-0.04,0.05,LOITER,260.638
130,260,15.085,74,15.11,0.09,0.09,NULL,NULL,276,-0.00325178,-1.45774,-0.0387537,3.02,37.599375,126.8635899,NULL,NULL,0.1,-0.02,0.04,LOITER,262.647
131,262,15.069,74,14.6,0.15,0.15,NULL,NULL,276,-0.00498013,-1.45471,0.0306424,3.05,37.5993729,126.8635893,NULL,NULL,-0.01,0,0,LOITER,264.659
132,264,15.089,74,14.96,0.12,0.12,NULL,NULL,276,-0.00906735,-1.46212,0.00575746,3.04,37.599372,126.8635889,NULL,NULL,-0.03,-0.06,0.02,LOITER,266.677
133,266,15.06,74,14.74,0.52,0.52,NULL,NULL,276,0.119841,-1.45996,-0.00366183,3.11,37.5993723,126.863584,NULL,NULL,0.03,-0.19,0,LOITER,268.689
134,268,15.072,73,14.62,0.12,0.12,NULL,NULL,276,-0.00213669,-1.45828,0.0351017,3.11,37.5993724,126.8635817,NULL,NULL,-0.01,-0.02,0,LOITER,270.703
135,270,15.067,73,14.66,0.04,0.04,NULL,NULL,276,7.44313E-05,-1.45487,0.0130541,3.09,37.5993756,126.863581,NULL,NULL,0.02,-0.01,0.03,LOITER,272.715
136,272,15.059,73,14.64,0.09,0.09,NULL,NULL,276,-0.0126046,-1.45429,-0.00781284,3.1,37.5993758,126.8635816,NULL,NULL,0.02,0,-0.01,LOITER,274.729
137,274,15.056,73,14.7,0.02,0.02,NULL,NULL,269,0.00048592,-1.57344,-0.00837516,3.05,37.5993761,126.8635838,NULL,NULL,-0.04,0.04,0.02,LOITER,276.742
138,276,15.053,73,14.81,0.07,0.07,NULL,NULL,269,-0.0026254,-1.57367,-0.00327787,3.07,37.599376,126.8635839,NULL,NULL,-0.02,0.03,-0.01,LOITER,278.756
139,278,15.048,73,14.99,0.04,0.04,NULL,NULL,270,0.00301508,-1.56756,-0.00451968,3.05,37.5993756,126.8635841,NULL,NULL,-0.02,-0.04,0.01,LOITER,280.771
140,280,15.034,72,14.69,0.09,0.09,NULL,NULL,270,-0.0133216,-1.56961,-0.00800802,3.07,37.5993759,126.8635843,NULL,NULL,-0.02,0.08,-0.01,LOITER,282.784
141,282,15.051,72,14.64,0.02,0.02,NULL,NULL,270,0.00223059,-1.57047,-0.00774873,3.09,37.5993758,126.8635835,NULL,NULL,-0.02,0.03,-0.02,LOITER,284.797
142,284,15.043,72,14.63,0.04,0.04,NULL,NULL,270,-0.0126325,-1.56674,0.00167118,3.13,37.5993753,126.863584,NULL,NULL,-0.02,0,-0.04,LOITER,286.808
143,286,15.041,72,14.55,0.13,0.13,NULL,NULL,270,-0.00748949,-1.56195,-0.00965362,3.13,37.5993757,126.8635849,NULL,NULL,0.06,-0.01,-0.02,LOITER,288.822
144,288,15.039,72,15.06,0.02,0.02,NULL,NULL,270,-0.00200499,-1.5657,-0.0216191,3.13,37.5993765,126.8635846,NULL,NULL,0.03,-0.02,-0.01,LOITER,290.836
145,290,15.016,71,16.85,0.08,0.08,NULL,NULL,269,-0.00504077,-1.573,-0.00589018,3.17,37.5993755,126.8635847,NULL,NULL,-0.08,0,0.16,LOITER,292.854
146,292,14.999,71,16.67,0.05,0.05,NULL,NULL,270,-0.0133278,-1.56909,0.00492674,3.3,37.5993744,126.8635853,NULL,NULL,0.02,0,0.24,LOITER,294.873
147,294,15.012,71,14.74,0.14,0.14,NULL,NULL,270,-0.0355009,-1.57084,-0.0225802,3.4,37.5993753,126.8635859,NULL,NULL,0.02,0.1,0,LOITER,296.888
148,296,15.019,71,14.81,0.09,0.09,NULL,NULL,265,-0.0290309,-1.64768,0.0519157,3.4,37.5993741,126.8635868,NULL,NULL,-0.4,0.12,-0.01,LOITER,298.903
149,298,15.012,71,15.07,0.14,0.14,NULL,NULL,265,-0.00526603,-1.6522,-0.0107615,3.38,37.5993709,126.8635878,NULL,NULL,0.06,-0.03,0,LOITER,300.917
150,300,14.978,71,14.5,0.08,0.08,NULL,NULL,259,0.00641333,-1.74941,-0.0377473,3.34,37.5993719,126.8635868,NULL,NULL,-0.01,0,0.02,LOITER,302.93
151,302,15.013,71,14.14,0.7,0.7,NULL,NULL,253,-0.0128479,-1.86376,0.079777,3.35,37.5993685,126.8635892,NULL,NULL,-0.59,0.21,0.05,LOITER,304.945
152,304,14.996,70,14.86,0.5,0.5,NULL,NULL,253,0.0293966,-1.86649,0.00744371,3.34,37.5993647,126.8635876,NULL,NULL,-0.1,0,0.04,LOITER,306.957
153,306,14.99,70,14.57,0.24,0.24,NULL,NULL,252,0.00273822,-1.87126,-0.0152158,3.31,37.5993632,126.8635854,NULL,NULL,-0.06,-0.13,0.04,LOITER,308.97
154,308,15.006,70,14.27,0.37,0.37,NULL,NULL,252,-0.00958084,-1.86899,-0.0295856,3.33,37.5993662,126.8635818,NULL,NULL,0.15,-0.1,0.05,LOITER,310.983
155,310,14.989,70,15.08,0.3,0.3,NULL,NULL,253,-0.00706651,-1.8664,-0.0363921,3.36,37.5993691,126.8635805,NULL,NULL,0.17,-0.12,0.04,LOITER,313.001
156,312,14.997,70,14.24,0.12,0.12,NULL,NULL,253,-0.00557226,-1.86636,-0.0271722,3.37,37.5993712,126.8635799,NULL,NULL,0.05,-0.01,0,LOITER,315.017
157,314,14.991,70,14.65,0.13,0.13,NULL,NULL,253,0.00224113,-1.8655,0.0210372,3.36,37.5993726,126.8635781,NULL,NULL,-0.06,0.02,0.02,LOITER,317.031
158,316,14.978,69,14.65,0.04,0.04,NULL,NULL,253,-0.0106314,-1.85888,-0.00108581,3.38,37.5993726,126.8635786,NULL,NULL,-0.03,0.03,0,LOITER,319.046
159,318,14.976,69,14.36,0.15,0.15,NULL,NULL,253,0.022556,-1.86437,0.00165049,3.4,37.5993724,126.8635768,NULL,NULL,0.01,-0.05,-0.02,LOITER,321.059
160,320,14.974,69,14.56,0.06,0.06,NULL,NULL,251,-0.0205098,-1.95011,0.00617386,3.41,37.5993729,126.8635765,NULL,NULL,-0.03,-0.03,-0.02,LOITER,323.072
161,322,14.958,69,14.91,0.13,0.13,NULL,NULL,301,-0.0302201,-1.01688,-0.0141008,3.38,37.5993735,126.8635776,NULL,NULL,-0.09,0.05,0.01,LOITER,325.086
162,324,14.968,69,14.75,0.1,0.1,NULL,NULL,301,-0.0103943,-1.02552,0.00398269,3.37,37.5993737,126.8635754,NULL,NULL,-0.06,-0.06,0.01,LOITER,327.096
163,326,14.971,69,14.49,0.24,0.24,NULL,NULL,301,0.0102717,-1.02409,-0.00822891,3.39,37.5993747,126.8635717,NULL,NULL,0.03,-0.1,-0.02,LOITER,329.11
164,328,14.945,68,15.09,0.09,0.09,NULL,NULL,301,-0.0202929,-1.02294,-0.00342312,3.34,37.5993746,126.8635712,NULL,NULL,0.05,-0.08,0.03,LOITER,331.123
165,330,14.957,68,14.86,0.05,0.05,NULL,NULL,301,-0.0171105,-1.02423,-0.0062175,3.38,37.5993748,126.8635707,NULL,NULL,0.02,-0.07,0,LOITER,333.136
166,332,14.942,68,15.18,0.07,0.07,NULL,NULL,301,-0.0118724,-1.02266,0.00273364,3.35,37.5993748,126.8635703,NULL,NULL,0.01,-0.03,0.02,LOITER,335.148
167,334,14.942,68,14.94,0.04,0.04,NULL,NULL,301,-0.010126,-1.02561,0.000248924,3.41,37.5993749,126.8635693,NULL,NULL,-0.03,-0.04,-0.04,LOITER,337.163
168,336,14.948,68,14.6,0.13,0.13,NULL,NULL,301,-0.00729662,-1.022,0.00292504,3.39,37.599375,126.8635685,NULL,NULL,0.04,0.06,0,LOITER,339.177
169,338,14.956,68,14.87,0.08,0.08,NULL,NULL,300,0.00238561,-1.03537,-0.0076248,3.35,37.599375,126.8635695,NULL,NULL,-0.01,0,0,LOITER,341.192
170,340,14.933,67,15.41,0.02,0.02,NULL,NULL,301,-0.00253458,-1.02007,0.0444833,3.38,37.5993736,126.8635694,NULL,NULL,0.09,-0.01,0,LOITER,343.209
171,342,14.944,67,14.75,0.08,0.08,NULL,NULL,301,-0.0439791,-1.02559,-0.00581092,3.38,37.5993753,126.8635702,NULL,NULL,0.11,-0.07,0,LOITER,345.221
172,344,14.927,67,14.93,0.02,0.02,NULL,NULL,301,0.00058915,-1.02085,0.017428,3.35,37.5993747,126.86357,NULL,NULL,0.04,0,0.02,LOITER,347.235
173,346,14.925,67,14.71,0.05,0.05,NULL,NULL,301,0.00238509,-1.02514,0.00183504,3.38,37.5993754,126.8635709,NULL,NULL,0.01,0.02,0,LOITER,349.25
174,348,14.913,67,15.04,0.1,0.1,NULL,NULL,301,-0.00491644,-1.02839,-0.0246446,3.35,37.5993761,126.8635709,NULL,NULL,-0.01,0.02,0.01,LOITER,351.262
175,350,14.93,67,14.32,0.04,0.04,NULL,NULL,301,-0.0199515,-1.02447,-0.00846144,3.4,37.5993752,126.8635714,NULL,NULL,0.04,0.03,-0.03,LOITER,353.273
176,352,14.897,66,14.49,0.07,0.07,NULL,NULL,300,-0.0173296,-1.03473,-0.00815993,3.46,37.5993749,126.8635709,NULL,NULL,-0.03,-0.05,0.07,LOITER,355.283
177,354,14.912,66,13.89,0.11,0.11,NULL,NULL,301,-0.0110893,-1.02727,-0.0174489,3.51,37.5993749,126.8635696,NULL,NULL,0.12,0.03,0.03,LOITER,357.293
178,356,14.911,66,14.62,0.11,0.11,NULL,NULL,301,0.0048414,-1.02048,-0.00942529,3.51,37.5993767,126.8635694,NULL,NULL,0,0.05,0.02,LOITER,359.304
179,358,14.909,66,14.63,0.12,0.12,NULL,NULL,301,-0.0218154,-1.02649,-0.0178321,3.51,37.5993763,126.8635703,NULL,NULL,-0.09,-0.05,0.05,LOITER,361.319
180,360,14.914,66,14.49,0.08,0.08,NULL,NULL,300,-0.00626851,-1.02926,-0.012038,3.56,37.5993757,126.8635697,NULL,NULL,-0.04,0.04,-0.02,LOITER,363.334
181,362,14.904,65,14.9,0.05,0.05,NULL,NULL,301,-0.00797156,-1.01995,-0.0113716,3.51,37.5993746,126.8635697,NULL,NULL,0.02,-0.02,0.05,LOITER,365.345
182,364,14.907,65,14.95,0.04,0.04,NULL,NULL,301,-0.0119787,-1.01811,-0.0167464,3.53,37.5993754,126.8635708,NULL,NULL,0.05,0.05,0.01,LOITER,367.358
183,366,14.889,65,14.89,0.06,0.06,NULL,NULL,301,-0.00755496,-1.01985,-0.00205535,3.6,37.5993748,126.8635699,NULL,NULL,0.02,0,0.08,LOITER,369.371
184,368,14.89,65,14.8,0.03,0.03,NULL,NULL,301,-0.00851983,-1.0196,0.0516651,3.59,37.5993747,126.8635691,NULL,NULL,0.05,0.03,0.01,LOITER,371.384
185,370,14.878,65,15.08,0.23,0.23,NULL,NULL,301,-0.0067138,-1.02522,0.000256441,3.59,37.5993801,126.8635728,NULL,NULL,-0.02,0.06,0.04,LOITER,373.4
186,372,14.909,65,15.69,0.13,0.13,NULL,NULL,301,-0.0110785,-1.02313,-0.00179087,3.47,37.5993804,126.8635741,NULL,NULL,0.1,0.05,-0.22,LOITER,375.413
187,374,14.877,65,14.56,0.07,0.07,NULL,NULL,301,-0.010373,-1.02097,0.0014048,3.39,37.5993815,126.8635751,NULL,NULL,0.02,-0.02,0,LOITER,377.43
188,376,14.879,64,14.45,0.08,0.08,NULL,NULL,301,-0.032922,-1.01661,0.000923562,3.41,37.5993817,126.8635768,NULL,NULL,-0.03,-0.01,-0.04,LOITER,379.444
189,378,14.87,64,15.35,0.12,0.12,NULL,NULL,301,-0.00634982,-1.02285,-0.00895751,3.36,37.5993811,126.8635763,NULL,NULL,-0.01,-0.03,-0.01,LOITER,381.458
190,380,14.872,64,14.94,0.1,0.1,NULL,NULL,301,-0.00431631,-1.01928,-0.00882118,3.37,37.5993817,126.8635759,NULL,NULL,-0.01,0,-0.01,LOITER,383.471
191,382,14.863,64,15.2,0.06,0.06,NULL,NULL,301,-0.00236138,-1.01659,-0.00660974,3.36,37.599382,126.8635763,NULL,NULL,0,0,0.01,LOITER,385.485
192,384,14.858,64,14.96,0.06,0.06,NULL,NULL,301,-0.00468916,-1.0193,-0.024099,3.32,37.5993824,126.8635764,NULL,NULL,-0.01,-0.02,0.04,LOITER,387.499
